session_id,customer_id,campaign_id,session_date,pages_viewed,converted
1888,634,3,2024-02-29,4,1
1889,332,19,2022-08-31,4,1
1890,907,7,2022-11-12,8,0
1891,669,8,2022-01-17,5,1
1892,142,16,2022-01-28,8,1
1893,1220,10,2024-04-24,2,1
1894,967,8,2023-03-30,4,0
1895,297,6,2022-06-06,2,0
1896,364,9,2023-08-28,3,0
1897,660,12,2022-05-26,10,1
1898,2,12,2024-03-16,6,0
1899,625,13,2022-09-11,8,1
1900,1413,15,2024-10-23,2,1
1901,663,17,2023-04-23,3,1
1902,640,3,2024-05-24,7,0
1903,1022,2,2023-07-05,8,1
1904,226,13,2024-08-07,6,0
1905,475,8,2024-08-13,5,1
1906,95,12,2023-07-14,3,0
1907,125,5,2022-03-02,2,0
1908,1113,13,2022-02-01,6,0
1909,1237,5,2024-06-08,3,0
1910,580,17,2023-09-13,6,0
1911,460,6,2024-06-05,2,1
1912,810,19,2024-12-09,8,1
1913,197,19,2024-04-09,10,1
1914,1425,7,2023-07-07,8,0
1915,97,15,2022-04-16,2,1
1916,1482,10,2022-09-22,2,0
1917,289,1,2024-04-02,1,0
1918,942,20,2024-05-11,4,1
1919,17,10,2024-09-20,9,0
1920,422,20,2023-07-18,6,1
1921,436,8,2023-07-22,9,1
1922,1045,3,2024-04-17,7,0
1923,958,12,2023-12-01,10,0
1924,1290,14,2023-11-26,3,0
1925,97,12,2022-07-24,6,1
1926,590,9,2023-06-30,8,1
1927,544,12,2022-12-15,10,0
1928,1451,6,2024-12-11,3,0
1929,175,13,2024-05-21,4,0
1930,65,2,2024-03-23,5,0
1931,711,14,2022-05-18,10,1
1932,599,16,2024-05-04,5,1
1933,370,19,2024-02-12,6,1
1934,708,7,2024-04-15,6,1
1935,1350,16,2022-03-25,4,0
1936,1414,7,2022-07-18,5,1
1937,446,12,2022-11-13,10,0
1938,932,9,2023-11-12,1,1
1939,1092,4,2022-03-17,1,1
1940,773,12,2024-08-25,7,1
1941,1080,17,2024-09-16,5,1
1942,1379,10,2024-07-28,6,0
1943,405,4,2022-04-02,4,0
1944,1407,16,2024-06-22,7,1
1945,74,16,2024-07-09,1,1
1946,842,19,2023-01-22,10,0
1947,239,17,2023-04-25,5,0
1948,560,9,2023-05-17,1,0
1949,341,15,2024-05-14,6,0
1950,1241,14,2022-03-10,6,1
1951,1179,11,2022-12-11,2,1
1952,1272,16,2023-03-01,8,1
1953,1493,3,2024-10-24,2,0
1954,29,6,2024-05-28,1,0
1955,449,2,2022-03-09,5,0
1956,744,10,2024-08-06,6,0
1957,945,10,2024-06-25,5,0
1958,779,18,2023-02-07,4,1
1959,804,9,2023-10-09,10,0
1960,210,17,2022-07-08,1,0
1961,1058,13,2023-07-26,7,0
1962,169,6,2024-06-15,1,1
1963,476,11,2022-08-21,2,0
1964,963,6,2023-05-01,3,1
1965,863,2,2024-02-14,1,0
1966,481,18,2022-10-26,3,0
1967,1422,8,2022-08-15,1,0
1968,1043,11,2022-04-07,5,1
1969,1177,2,2024-03-28,6,1
1970,770,5,2023-09-21,2,1
1971,506,10,2022-12-27,3,0
1972,1059,4,2023-10-19,2,1
1973,1376,12,2022-09-20,7,1
1974,1053,9,2023-10-12,3,0
1975,866,1,2023-05-12,9,1
1976,1194,7,2023-07-14,9,1
1977,860,19,2022-11-14,7,1
1978,605,2,2024-05-02,5,0
1979,45,11,2024-07-06,8,0
1980,554,9,2023-03-14,10,0
1981,1087,18,2022-04-11,7,0
1982,1191,1,2022-01-15,8,0
1983,1153,5,2023-09-06,2,1
1984,689,12,2022-10-16,6,0
1985,1044,20,2024-01-24,9,1
1986,561,12,2022-04-15,8,1
1987,1378,17,2024-09-11,1,0
1988,1204,12,2023-02-26,7,0
1989,1175,9,2022-08-27,10,1
1990,399,8,2023-06-08,3,0
1991,1279,12,2024-04-03,10,1
1992,654,2,2024-02-23,5,1
1993,1368,2,2024-10-08,7,0
1994,664,11,2022-07-09,10,1
1995,1054,9,2022-03-11,4,0
1996,1233,16,2024-08-20,5,0
1997,430,16,2024-12-31,9,1
1998,503,15,2023-10-08,9,0
1999,557,1,2024-11-22,10,1
2000,1260,11,2023-09-29,9,1
2001,633,6,2024-04-04,10,0
2002,655,1,2022-11-23,3,1
2003,1235,1,2024-06-11,3,1
2004,876,10,2023-10-06,6,1
2005,1299,9,2022-05-22,7,1
2006,49,14,2024-06-07,4,1
2007,296,5,2023-03-29,6,1
2008,438,17,2023-10-04,8,1
2009,866,18,2022-04-27,7,0
2010,643,11,2024-08-01,8,0
2011,1248,19,2023-06-26,8,1
2012,1379,12,2022-11-08,2,1
2013,767,6,2024-05-25,10,1
2014,1064,18,2024-08-15,1,1
2015,1365,5,2022-08-28,10,1
2016,869,12,2022-06-18,1,1
2017,1015,14,2022-09-14,7,1
2018,85,10,2024-04-29,1,0
2019,125,4,2024-02-05,8,0
2020,10,6,2023-02-16,8,1
2021,1042,18,2022-05-15,10,1
2022,1075,20,2024-01-20,4,1
2023,1436,3,2022-03-15,2,1
2024,728,10,2022-10-20,10,0
2025,448,18,2023-06-02,2,0
2026,1332,9,2024-08-05,10,0
2027,1474,8,2024-04-02,6,1
2028,875,4,2023-12-01,3,0
2029,1045,17,2023-09-19,6,0
2030,90,4,2024-12-18,6,1
2031,665,3,2022-03-30,3,1
2032,369,1,2024-12-15,7,1
2033,1391,16,2024-01-09,2,1
2034,759,16,2022-01-17,7,1
2035,328,8,2023-04-03,4,0
2036,355,9,2023-10-05,8,1
2037,855,19,2022-10-27,4,1
2038,215,12,2022-06-07,6,1
2039,883,1,2022-01-31,5,0
2040,1160,6,2024-01-23,9,0
2041,758,16,2022-05-04,5,1
2042,479,2,2024-07-16,9,1
2043,509,5,2023-11-15,8,0
2044,981,20,2022-10-03,7,1
2045,624,7,2023-08-10,9,0
2046,1437,2,2024-10-06,10,1
2047,431,15,2023-05-04,1,0
2048,78,17,2023-12-12,10,0
2049,407,18,2022-06-23,5,1
2050,1471,9,2022-08-05,5,0
2051,382,16,2024-06-05,8,0
2052,671,12,2024-05-16,7,0
2053,401,17,2023-01-04,3,0
2054,500,15,2022-01-16,1,1
2055,1074,15,2024-11-13,9,0
2056,467,13,2024-05-19,5,0
2057,601,14,2023-09-20,10,1
2058,214,10,2023-10-17,5,0
2059,1435,3,2023-11-01,7,0
2060,850,12,2022-12-01,9,1
2061,811,12,2022-08-29,3,1
2062,382,12,2022-03-05,6,1
2063,1211,4,2024-02-12,8,1
2064,44,7,2022-06-14,2,0
2065,1236,20,2022-02-07,8,0
2066,1036,3,2022-04-05,3,1
2067,1327,7,2024-04-22,1,0
2068,1163,13,2023-07-19,7,0
2069,555,3,2024-09-27,1,0
2070,214,18,2022-08-08,3,0
2071,164,11,2022-11-07,4,1
2072,478,8,2024-05-24,7,1
2073,1122,20,2024-07-03,1,1
2074,66,18,2024-08-08,10,0
2075,97,3,2022-01-25,9,0
2076,472,3,2023-07-13,7,1
2077,338,19,2024-02-12,1,0
2078,125,6,2023-05-11,4,0
2079,749,6,2022-04-08,4,0
2080,1187,2,2023-02-10,7,1
2081,1258,16,2023-06-26,6,0
2082,1358,5,2022-07-10,1,0
2083,458,7,2024-04-18,3,1
2084,1113,20,2024-01-28,8,0
2085,364,14,2024-08-12,8,1
2086,1290,17,2023-10-08,8,0
2087,229,20,2024-10-18,3,0
2088,649,1,2024-10-17,10,1
2089,1028,12,2023-12-02,5,0
2090,1427,8,2023-02-23,4,0
2091,639,3,2023-11-24,9,1
2092,564,16,2022-12-23,9,0
2093,100,1,2022-04-28,7,0
2094,1151,17,2024-02-10,2,1
2095,1420,9,2022-09-25,10,1
2096,1452,1,2023-05-21,7,1
2097,1172,20,2022-06-29,6,1
2098,1085,20,2022-11-09,2,0
2099,374,16,2023-08-02,5,0
2100,1100,2,2022-11-25,7,1
2101,217,12,2022-11-14,4,0
2102,733,9,2024-06-24,5,1
2103,1237,1,2024-07-03,2,1
2104,509,17,2023-05-20,10,0
2105,1332,12,2024-06-07,9,0
2106,174,5,2023-02-12,8,0
2107,1164,9,2023-11-19,8,0
2108,419,7,2024-09-02,10,0
2109,376,10,2024-10-29,3,0
2110,355,4,2023-01-17,10,1
2111,1121,1,2022-05-30,5,0
2112,254,5,2023-10-14,2,1
2113,1198,12,2022-10-30,8,0
2114,1281,2,2022-03-12,3,1
2115,1056,16,2022-10-25,5,0
2116,258,3,2024-10-02,6,1
2117,997,2,2022-01-03,10,0
2118,4,13,2023-08-29,6,0
2119,1207,16,2023-02-27,2,1
2120,1277,19,2022-02-05,4,1
2121,868,19,2023-07-15,2,1
2122,687,4,2024-04-02,5,0
2123,792,10,2023-02-15,2,0
2124,1153,14,2022-12-29,3,0
2125,91,18,2024-11-02,3,1
2126,818,13,2024-12-05,8,0
2127,1208,4,2022-07-28,9,0
2128,277,16,2022-04-02,1,0
2129,1148,19,2022-07-13,2,1
2130,285,9,2022-11-18,1,0
2131,1284,9,2022-07-06,5,0
2132,1442,13,2023-03-03,9,0
2133,139,11,2022-02-03,6,1
2134,105,9,2024-06-19,1,1
2135,1189,14,2024-05-21,10,0
2136,892,2,2022-12-14,7,1
2137,7,6,2022-05-07,10,1
2138,204,18,2023-08-14,1,1
2139,1229,2,2024-02-07,1,0
2140,1194,12,2024-10-08,4,0
2141,1425,14,2023-08-08,7,0
2142,296,20,2024-01-06,5,0
2143,869,1,2022-10-13,3,0
2144,1471,14,2024-10-18,1,0
2145,917,20,2023-10-03,7,0
2146,1270,8,2022-12-03,3,1
2147,579,19,2024-07-10,10,1
2148,99,15,2024-03-11,7,0
2149,81,17,2023-10-17,3,0
2150,543,19,2024-09-20,2,0
2151,1119,19,2022-10-22,10,0
2152,1334,3,2022-07-22,6,1
2153,223,18,2023-04-29,5,0
2154,1490,6,2022-06-18,10,0
2155,1457,16,2024-03-13,1,1
2156,31,14,2023-02-22,8,1
2157,853,5,2022-03-10,4,1
2158,180,16,2022-09-05,9,1
2159,1182,15,2024-05-07,10,1
2160,627,11,2024-07-15,10,1
2161,801,11,2023-11-08,2,0
2162,618,19,2022-07-19,4,1
2163,482,14,2022-04-28,7,1
2164,1462,13,2024-08-02,2,0
2165,1320,17,2023-01-23,8,1
2166,731,7,2022-10-18,6,0
2167,1471,1,2022-03-20,6,1
2168,212,14,2023-06-03,7,0
2169,1181,1,2023-01-09,9,1
2170,41,19,2022-07-17,8,1
2171,1162,3,2022-07-30,7,0
2172,1184,15,2022-12-07,5,1
2173,582,14,2023-10-18,3,0
2174,1122,6,2023-11-24,2,1
2175,1018,9,2024-01-18,7,0
2176,873,20,2022-11-15,7,0
2177,733,13,2024-11-10,2,0
2178,14,19,2022-05-13,6,0
2179,1216,19,2024-10-29,10,1
2180,1466,10,2022-02-01,4,1
2181,1363,12,2024-03-07,2,1
2182,1106,4,2024-02-28,5,1
2183,1473,1,2022-04-26,2,1
2184,1197,15,2022-10-07,7,0
2185,745,10,2022-04-03,10,0
2186,1110,6,2023-07-23,7,0
2187,870,9,2024-01-15,5,1
2188,158,5,2024-08-16,7,1
2189,128,2,2022-06-28,9,1
2190,494,11,2022-12-30,5,1
2191,933,13,2023-11-18,4,1
2192,550,1,2024-10-14,2,0
2193,1284,1,2022-08-21,6,1
2194,801,1,2023-09-05,7,0
2195,1101,17,2024-05-11,2,0
2196,89,7,2024-10-23,6,1
2197,681,3,2022-12-02,7,0
2198,240,9,2022-11-01,6,0
2199,824,5,2022-02-16,10,0
2200,1111,2,2024-08-08,5,1
2201,105,9,2022-09-02,3,1
2202,633,9,2023-02-11,2,0
2203,774,19,2024-05-26,6,0
2204,1111,7,2023-09-12,8,0
2205,342,1,2022-11-01,2,0
2206,1010,15,2023-12-02,2,0
2207,652,1,2024-05-08,8,0
2208,66,19,2023-10-23,5,0
2209,719,6,2024-07-24,9,0
2210,54,20,2022-07-13,10,0
2211,1432,12,2024-01-30,6,0
2212,406,2,2024-07-30,10,0
2213,242,12,2024-05-01,6,0
2214,1046,20,2022-11-19,8,1
2215,1087,2,2023-03-06,1,1
2216,87,6,2022-12-06,4,0
2217,243,8,2023-04-04,6,1
2218,1025,7,2024-04-03,4,0
2219,1463,7,2024-02-29,10,1
2220,717,1,2022-01-31,5,1
2221,32,18,2024-01-28,3,1
2222,857,7,2022-07-12,10,0
2223,845,9,2022-10-23,3,0
2224,415,15,2022-02-14,5,0
2225,231,10,2022-09-22,9,1
2226,1104,16,2023-12-09,8,0
2227,439,3,2024-04-02,8,0
2228,806,11,2023-04-23,2,1
2229,603,8,2024-04-02,3,1
2230,865,8,2022-07-03,5,0
2231,401,9,2024-04-02,9,0
2232,779,5,2022-10-28,1,0
2233,344,2,2023-06-30,9,1
2234,385,20,2024-06-08,6,0
2235,199,10,2024-12-12,1,1
2236,1316,14,2022-08-11,10,1
2237,1155,17,2024-12-08,5,1
2238,507,7,2024-06-15,4,1
2239,332,11,2023-02-04,6,1
2240,133,2,2023-09-01,5,1
2241,503,8,2022-05-26,9,0
2242,416,6,2024-10-10,1,1
2243,245,6,2023-05-30,9,0
2244,627,12,2024-10-02,1,1
2245,1133,8,2023-06-20,4,1
2246,922,18,2022-04-23,2,1
2247,265,20,2024-05-16,9,1
2248,880,9,2022-07-02,6,0
2249,1054,7,2024-06-29,4,1
2250,879,13,2022-01-24,2,1
2251,655,14,2022-04-18,9,1
2252,1152,8,2024-05-29,1,1
2253,76,11,2022-01-23,10,1
2254,894,5,2024-04-10,9,0
2255,310,11,2023-10-22,5,0
2256,774,20,2023-05-12,4,1
2257,108,16,2024-07-08,6,1
2258,559,12,2022-03-22,8,0
2259,917,8,2024-12-03,7,0
2260,293,2,2022-06-24,2,1
2261,431,15,2023-02-13,5,1
2262,1410,15,2024-01-25,9,0
2263,363,9,2023-05-03,4,0
2264,1038,6,2024-08-23,8,0
2265,256,4,2024-08-27,8,1
2266,354,17,2024-04-20,4,1
2267,1224,4,2023-07-23,1,1
2268,246,20,2024-08-01,4,0
2269,1245,16,2022-05-06,5,1
2270,1082,15,2022-09-04,1,0
2271,910,7,2023-07-01,7,1
2272,1012,3,2024-10-10,3,0
2273,1215,11,2022-05-19,8,0
2274,1322,17,2023-09-19,4,1
2275,1471,7,2024-04-02,8,1
2276,873,4,2023-01-17,6,0
2277,579,16,2024-02-01,3,1
2278,1054,7,2024-03-18,7,1
2279,1396,19,2023-03-13,4,0
2280,695,4,2022-06-11,7,1
2281,1400,10,2024-04-09,3,0
2282,1153,2,2024-06-15,9,1
2283,1204,3,2023-10-18,6,0
2284,1300,16,2022-03-17,5,1
2285,1036,3,2022-05-19,9,0
2286,282,12,2022-08-19,7,0
2287,1100,6,2022-07-06,6,1
2288,320,7,2024-05-03,8,0
2289,741,12,2022-03-05,9,0
2290,1279,8,2022-03-17,10,0
2291,487,17,2024-07-09,2,1
2292,701,6,2022-02-18,4,0
2293,153,9,2023-08-12,4,0
2294,701,17,2022-01-22,8,1
2295,364,2,2024-02-19,3,1
2296,1205,5,2022-07-10,9,1
2297,407,7,2022-12-24,2,1
2298,616,18,2024-01-11,5,1
2299,489,9,2023-01-31,10,0
2300,783,3,2022-04-03,7,1
2301,557,13,2023-12-01,10,0
2302,319,17,2024-08-03,8,1
2303,1071,20,2022-11-20,4,1
2304,819,18,2024-11-06,7,0
2305,1440,6,2022-05-03,1,1
2306,1284,4,2023-01-16,10,1
2307,305,17,2022-02-17,1,0
2308,1121,7,2022-12-26,4,0
2309,315,16,2022-02-13,10,0
2310,1046,3,2024-05-22,3,0
2311,1482,11,2022-05-10,3,0
2312,865,17,2023-07-08,6,0
2313,21,9,2024-07-26,3,1
2314,435,15,2023-08-17,1,1
2315,926,16,2022-04-22,6,1
2316,433,5,2023-04-27,4,1
2317,722,11,2024-10-04,8,1
2318,322,8,2022-03-06,5,1
2319,189,1,2022-09-05,8,1
2320,1449,6,2022-03-19,4,1
2321,527,12,2022-07-24,3,1
2322,1304,15,2023-06-23,9,1
2323,764,18,2022-06-09,2,0
2324,1191,1,2024-05-20,1,1
2325,129,3,2023-12-22,4,1
2326,538,14,2022-04-21,9,0
2327,834,20,2023-01-12,2,1
2328,702,13,2022-11-05,3,1
2329,5,7,2022-04-17,5,1
2330,235,10,2024-09-20,8,0
2331,83,19,2022-06-29,6,1
2332,1451,12,2024-01-03,9,0
2333,278,2,2023-02-21,7,1
2334,1017,18,2024-04-20,4,1
2335,1350,13,2022-09-17,10,1
2336,1110,6,2022-05-21,8,0
2337,912,2,2022-11-29,3,0
2338,377,13,2022-02-04,2,1
2339,165,9,2023-12-31,4,1
2340,527,2,2022-04-16,4,1
2341,694,14,2022-04-21,8,0
2342,388,6,2023-12-16,7,1
2343,726,11,2023-07-13,5,1
2344,179,10,2022-09-11,1,0
2345,1177,9,2024-07-21,4,0
2346,1435,12,2024-03-27,2,0
2347,479,3,2023-05-22,7,1
2348,1149,19,2024-09-09,10,0
2349,640,16,2022-12-14,2,0
2350,1190,19,2024-12-18,5,1
2351,1267,1,2024-04-09,3,0
2352,687,12,2024-02-03,5,0
2353,206,1,2023-08-31,10,1
2354,1481,10,2024-02-19,7,0
2355,1303,5,2023-04-05,6,1
2356,1291,11,2023-03-12,1,0
2357,1176,11,2024-11-28,1,0
2358,1416,16,2023-09-29,5,1
2359,1312,15,2024-04-17,5,0
2360,1431,11,2023-01-13,6,0
2361,306,18,2023-12-04,5,1
2362,414,13,2024-06-06,4,1
2363,60,6,2022-01-05,3,1
2364,1283,5,2023-02-22,8,0
2365,1314,5,2024-08-03,4,0
2366,1396,17,2023-05-20,2,1
2367,136,17,2023-06-28,4,0
2368,672,1,2022-12-25,8,0
2369,241,6,2022-02-01,9,0
2370,1446,3,2023-01-30,8,0
2371,910,3,2023-04-18,8,0
2372,335,7,2024-12-03,1,1
2373,599,5,2024-01-21,8,1
2374,1245,10,2022-05-11,10,1
2375,135,11,2023-04-30,7,1
2376,1388,17,2022-03-09,4,1
2377,623,10,2024-06-05,7,0
2378,485,3,2023-11-12,6,1
2379,589,18,2022-07-09,5,1
2380,98,18,2023-09-30,1,1
2381,936,4,2022-11-23,10,1
2382,1216,9,2022-03-01,2,1
2383,302,4,2022-07-05,8,0
2384,1031,3,2022-02-14,6,1
2385,1253,18,2023-06-02,9,0
2386,74,16,2024-09-15,4,1
2387,1339,6,2024-04-08,7,0
2388,678,20,2023-05-13,9,0
2389,526,6,2022-06-01,3,1
2390,1031,16,2022-03-24,10,1
2391,581,1,2023-06-02,6,0
2392,1137,8,2022-12-18,7,0
2393,43,14,2022-04-20,2,1
2394,645,3,2022-05-10,9,0
2395,326,6,2023-06-11,5,0
2396,841,7,2024-03-17,6,1
2397,1327,20,2022-09-12,2,0
2398,1223,2,2024-01-09,8,1
2399,1384,18,2023-02-27,8,1
2400,696,15,2022-08-23,10,0
2401,861,18,2024-04-27,3,0
2402,113,6,2024-11-28,7,1
2403,1059,9,2022-08-11,5,0
2404,1284,20,2022-06-14,8,0
2405,80,8,2022-12-25,3,1
2406,867,19,2023-05-15,1,0
2407,1367,2,2022-09-30,10,1
2408,1492,10,2022-11-19,10,0
2409,1339,12,2022-11-23,2,1
2410,1176,14,2024-05-02,2,0
2411,391,6,2024-02-24,6,1
2412,1404,13,2024-06-28,10,1
2413,641,2,2024-06-03,6,1
2414,1116,12,2023-03-05,7,0
2415,1401,17,2024-09-16,1,0
2416,282,14,2023-12-23,9,1
2417,386,17,2022-09-17,1,1
2418,1320,16,2023-04-07,10,1
2419,943,17,2022-03-30,7,1
2420,85,19,2023-09-19,10,0
2421,683,9,2022-11-02,3,0
2422,37,8,2023-10-14,10,1
2423,795,3,2024-04-11,9,1
2424,332,19,2023-01-29,3,0
2425,258,15,2024-01-04,3,0
2426,1198,6,2022-08-20,1,0
2427,710,13,2024-08-30,4,1
2428,193,18,2022-10-05,9,1
2429,972,9,2024-08-06,8,1
2430,1306,14,2023-06-03,3,0
2431,528,19,2024-06-05,7,0
2432,655,5,2023-11-08,5,0
2433,1427,5,2024-01-12,6,0
2434,304,18,2024-01-30,3,1
2435,275,9,2022-02-27,10,1
2436,783,14,2022-10-16,7,1
2437,752,5,2022-10-28,4,0
2438,730,10,2022-10-06,4,0
2439,183,13,2023-11-30,10,0
2440,991,17,2024-07-06,3,1
2441,929,6,2024-06-29,3,0
2442,1288,19,2022-12-17,8,1
2443,856,12,2022-06-08,9,1
2444,528,9,2023-03-30,8,0
2445,1312,4,2022-09-02,5,1
2446,715,6,2022-05-11,6,0
2447,1092,3,2023-07-09,7,0
2448,356,7,2024-08-04,7,1
2449,416,10,2022-09-24,9,0
2450,262,6,2023-12-21,10,0
2451,789,20,2023-10-02,6,1
2452,521,5,2022-12-28,10,0
2453,93,14,2022-03-16,4,0
2454,593,1,2022-03-02,5,0
2455,1396,4,2023-06-11,8,1
2456,190,14,2024-03-24,8,0
2457,249,17,2022-07-06,6,1
2458,581,5,2024-12-10,2,0
2459,1193,10,2023-03-15,8,1
2460,264,1,2024-01-05,5,1
2461,1068,13,2022-01-15,7,1
2462,983,15,2022-07-18,5,1
2463,1396,1,2023-10-30,1,1
2464,943,3,2022-01-27,7,1
2465,1094,13,2022-03-05,9,0
2466,671,13,2024-03-17,8,1
2467,1202,3,2024-05-30,10,1
2468,1146,10,2024-05-10,5,0
2469,150,16,2024-02-20,6,0
2470,442,10,2023-09-27,1,0
2471,471,6,2023-02-24,8,1
2472,983,6,2024-06-07,10,0
2473,1123,20,2023-11-26,9,1
2474,347,10,2024-01-02,3,1
2475,731,13,2024-02-09,5,0
2476,1258,2,2024-04-01,3,1
2477,290,15,2024-10-02,5,1
2478,1140,18,2024-08-06,4,1
2479,505,1,2022-05-16,10,0
2480,198,12,2024-08-24,8,1
2481,358,7,2023-12-12,7,1
2482,745,15,2023-05-05,2,1
2483,348,20,2022-07-30,9,0
2484,600,1,2023-11-06,4,1
2485,1460,5,2024-01-24,8,1
2486,9,3,2024-11-14,7,1
2487,540,6,2024-09-16,4,0
2488,1138,15,2022-01-13,7,1
2489,231,10,2022-03-13,2,1
2490,1424,4,2023-12-23,5,0
2491,1411,2,2022-12-23,6,0
2492,943,9,2024-02-20,10,0
2493,210,2,2023-10-19,6,0
2494,415,4,2023-04-22,9,0
2495,1479,5,2022-08-06,8,1
2496,203,7,2022-02-23,10,0
2497,794,16,2024-03-15,7,0
2498,157,18,2022-05-28,8,1
2499,683,16,2024-02-09,10,0
2500,1161,17,2023-09-13,5,1
2501,139,17,2024-11-06,5,1
2502,1329,10,2023-07-03,4,1
2503,821,7,2024-09-06,9,0
2504,45,17,2023-03-09,3,1
2505,1302,10,2022-02-27,10,1
2506,852,5,2022-12-25,2,0
2507,419,20,2023-05-31,10,1
2508,603,9,2023-09-23,5,1
2509,1047,4,2023-08-06,7,0
2510,459,17,2024-04-25,1,0
2511,388,4,2023-09-13,10,0
2512,1493,18,2022-03-22,8,1
2513,1244,13,2023-05-30,8,0
2514,325,3,2024-06-27,10,1
2515,1457,2,2023-04-06,2,1
2516,1368,12,2023-06-07,8,1
2517,424,11,2022-04-13,9,0
2518,1364,15,2023-12-30,1,0
2519,587,1,2024-07-19,5,0
2520,828,7,2023-09-01,10,1
2521,1044,2,2023-03-06,4,0
2522,289,4,2024-09-19,2,1
2523,357,15,2024-03-26,2,1
2524,679,14,2022-10-02,8,1
2525,1315,8,2022-02-04,7,0
2526,1073,10,2023-11-28,7,1
2527,712,10,2024-04-19,7,1
2528,134,16,2023-11-30,5,0
2529,308,17,2024-10-11,4,1
2530,1226,20,2022-10-12,4,1
2531,1468,16,2024-08-13,6,0
2532,713,17,2022-07-30,9,0
2533,1355,18,2023-01-30,4,0
2534,1064,8,2024-04-13,8,0
2535,677,9,2023-12-06,7,0
2536,1245,20,2024-09-25,10,1
2537,244,7,2024-02-23,5,0
2538,554,16,2022-01-09,2,1
2539,1084,14,2024-10-19,1,1
2540,701,19,2024-06-25,10,1
2541,1148,9,2024-10-05,7,0
2542,1108,12,2022-09-18,5,0
2543,866,19,2022-01-11,6,1
2544,1437,1,2022-02-27,6,1
2545,917,20,2023-10-01,10,1
2546,346,18,2024-08-16,3,1
2547,1204,2,2022-06-16,3,1
2548,956,20,2023-01-02,4,0
2549,1106,15,2023-04-09,6,1
2550,749,7,2023-12-11,6,1
2551,175,14,2024-01-26,8,0
2552,574,16,2023-10-20,1,0
2553,1142,1,2024-01-01,7,0
2554,1476,2,2024-09-09,2,1
2555,216,12,2024-04-19,10,1
2556,196,19,2024-10-06,5,1
2557,221,16,2024-12-28,2,1
2558,1370,13,2024-02-29,10,1
2559,1456,11,2022-10-09,2,1
2560,638,8,2023-11-12,2,0
2561,95,20,2024-10-10,4,0
2562,439,19,2023-08-24,7,0
2563,514,19,2024-07-14,3,0
2564,1084,13,2022-10-08,8,1
2565,1341,7,2022-10-31,3,1
2566,1073,6,2023-09-28,8,1
2567,528,19,2022-06-01,4,1
2568,622,14,2024-07-10,2,1
2569,180,12,2023-08-22,9,0
2570,125,19,2022-01-30,8,0
2571,640,4,2024-04-14,2,0
2572,586,9,2023-08-08,8,0
2573,1192,6,2022-08-03,8,1
2574,751,19,2024-08-16,2,1
2575,483,8,2024-04-12,8,0
2576,801,9,2024-05-10,2,1
2577,230,5,2024-11-14,7,0
2578,214,12,2022-11-15,5,0
2579,296,7,2022-07-14,4,1
2580,188,12,2023-07-26,8,0
2581,295,15,2022-05-11,2,1
2582,557,10,2024-07-17,8,0
2583,1330,11,2022-07-18,10,0
2584,520,13,2024-11-08,4,0
2585,864,14,2024-05-29,4,0
2586,850,13,2024-02-22,2,0
2587,1444,16,2023-09-28,3,0
2588,839,16,2022-03-22,3,1
2589,492,4,2022-06-07,10,0
2590,181,13,2023-01-22,3,0
2591,1198,13,2023-07-12,7,0
2592,1132,7,2022-07-10,9,0
2593,362,11,2024-07-12,1,0
2594,982,18,2024-12-19,9,0
2595,116,1,2024-02-11,5,1
2596,62,18,2022-04-15,7,0
2597,583,6,2022-07-06,1,1
2598,55,12,2022-11-30,4,1
2599,650,18,2023-01-01,8,0
2600,1080,11,2024-08-30,1,1
2601,931,3,2023-04-05,7,1
2602,197,16,2024-04-15,10,0
2603,499,15,2024-09-08,10,0
2604,224,14,2023-04-11,6,0
2605,1188,14,2024-01-11,3,1
2606,1449,20,2024-06-25,3,0
2607,56,3,2023-08-21,6,0
2608,1383,15,2024-07-31,2,1
2609,480,11,2024-02-15,1,0
2610,289,13,2022-12-20,6,0
2611,1127,11,2024-08-23,5,0
2612,433,14,2023-07-08,1,0
2613,1224,1,2022-03-16,3,0
2614,1158,9,2023-07-26,5,1
2615,1303,10,2024-05-06,4,1
2616,9,6,2023-11-22,10,0
2617,726,4,2022-11-07,3,0
2618,1403,4,2023-09-24,10,1
2619,952,20,2022-02-24,7,1
2620,1287,9,2024-03-21,7,1
2621,906,2,2023-08-19,10,1
2622,357,13,2022-09-01,1,1
2623,11,3,2023-09-12,4,1
2624,694,16,2023-06-28,9,0
2625,1121,7,2022-07-27,9,1
2626,204,18,2024-11-06,9,1
2627,177,9,2022-10-05,4,0
2628,1300,7,2024-06-01,2,0
2629,1248,16,2022-12-12,5,0
2630,635,1,2024-02-23,3,0
2631,730,19,2022-05-01,1,0
2632,167,7,2022-03-14,1,0
2633,48,12,2023-09-04,7,1
2634,1266,5,2022-02-08,1,1
2635,31,11,2022-11-20,10,0
2636,698,4,2023-06-22,10,0
2637,953,4,2023-02-21,1,0
2638,211,17,2024-03-04,8,0
2639,866,12,2022-08-12,4,0
2640,163,11,2022-05-02,5,1
2641,704,9,2022-11-20,1,0
2642,335,19,2023-04-08,6,0
2643,1497,14,2022-11-07,4,0
2644,313,5,2024-08-11,8,0
2645,569,18,2024-09-21,2,1
2646,1479,9,2022-12-05,2,0
2647,1484,4,2023-05-20,9,0
